company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
2M Agency,2magency.fr,https://www.linkedin.com/company/2m_agency,Magny-les-Hameaux,France,19,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
INTO Branding,intobranding.de,https://www.linkedin.com/company/into-branding,Munich,Germany,16,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
House and Holme Ltd,houseandholme.com,https://www.linkedin.com/company/house-and-holme-ltd,London,United Kingdom,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
IKANGOO,ikangoo.com,https://www.linkedin.com/company/ikangoo,,Spain,10,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Ingeo Progetti,ingeoprogetti.com,https://www.linkedin.com/company/ingeo-progetti,Cartoceto,Italy,46,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Vibrancy Studios,vibrancystudios.de,https://www.linkedin.com/company/vibrancyconsulting,Cologne,Germany,10,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
CP/COMPARTNER,cp-compartner.de,https://www.linkedin.com/company/cp-compartner-agentur-f%c3%bcr-kommunikation-gmbh,Essen,Germany,76,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
meap GmbH,meap.de,https://www.linkedin.com/company/meap-gmbh,Witten,Germany,57,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
studio draussen,draussen.studio,https://www.linkedin.com/company/studiodraussen,Vienna,Austria,11,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Echo5 Digital – AI Solutions & Marketing Innovation,echo5digital.com,https://www.linkedin.com/company/echo5digital,Sugar Land,United States,13,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Winsby Inc,winsbyinc.com,https://www.linkedin.com/company/winsby-inc,Chicago,United States,30,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Opt Media,opt-media.net,https://www.linkedin.com/company/opt-media,Barcelona,Spain,21,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
راهکارها - بازاریابی اینترنتی,rahkarha.com,https://www.linkedin.com/company/rahkarha,,United States,15,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
DIGITECH SEO Austin & Web Design,digitechwebdesignaustin.com,https://www.linkedin.com/company/digitech-seo-austin-web-design,Austin,United States,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Lipic's Engagement,lipic.com,https://www.linkedin.com/company/lipicsengagement,St. Louis,United States,19,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
Emphasis,emphasismedia.com,https://www.linkedin.com/company/emphasis-media,,United States,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Marketing Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,"Round-4 batch (final new-company tranche -- exhausts the ~19,604-company TAM at these filters); in scope per widened filters; holding-company networks included per user's prior decision; not individually hand-vetted."
