company_name,domain,linkedin_url,hq_city,hq_country,employee_count,estimated_revenue,industry,signal(s),qualified (yes/no),notes
GENERAL IDEA.,generalidea.agency,https://www.linkedin.com/company/generalidea,New York,United States,29,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
"Julia Balfour, LLC",juliabalfour.com,https://www.linkedin.com/company/julia-balfour-llc-,East Haddam,United States,11,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Design Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Altavia Paris,altavia-paris.com,https://www.linkedin.com/company/altavia-paris,Saint-Ouen,France,117,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Linkup,linkupfactory.com,https://www.linkedin.com/company/linkup-factory,Levallois-Perret,France,37,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Flynn Wright,flynnwright.com,https://www.linkedin.com/company/flynn-wright,Des Moines,United States,122,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Menabò Group,menabo.com,https://www.linkedin.com/company/menabo-group,Forli,Italy,49,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Place Exchange,placeexchange.com,https://www.linkedin.com/company/place-exchange,New York,United States,64,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Veridata Insights,veridatainsights.com,https://www.linkedin.com/company/veridata-insights,Frisco,United States,48,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Market Research,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Cayenne Creative,cayennecreative.com,https://www.linkedin.com/company/cayenne-creative,Birmingham,United States,31,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Veritone One,veritoneone.com,https://www.linkedin.com/company/veritone,Los Angeles,United States,26,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Reed Words,reedwords.com,https://www.linkedin.com/company/reed-words,London,United Kingdom,18,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Woodruff,wearewoodruff.com,https://www.linkedin.com/company/woodruff,Columbia,United States,96,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
K.I.T. Group France,kit-group.org,https://www.linkedin.com/company/kitgroupfrance,Paris,France,25,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Events Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
M&m Conseil,mmconseil.com,https://www.linkedin.com/company/m&mconseil,Paris,France,12,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Public Relations and Communications Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
Savy Agency,savyagency.com,https://www.linkedin.com/company/savy-agency,Bend,United States,18,"n/a (Blitz company-search does not return revenue per-row; filtered server-side via revenue.min=1,000,000)",Advertising Services,not assessed this run -- no fixed_signals defined yet for this vertical,yes,Round-2 batch (new companies not scanned in the first ~10k run); in scope per widened industry/geo/headcount/revenue filters; holding-company networks included per user's prior decision; not individually hand-vetted.
